pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
113P,Spitaler's Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Spitaler); 16 Nov 1890 disc by Spitaler; In C.A.M., H10=9.5; 'With these estimates H10=9.0' (Big V's own)... 'D1=0'.5'; periodic — dedupe with other 113P apparitions (this is the discovery apparition); page-image proofread vs page 307: confirmed",high,1890 VII,307,"Absolute magnitude obtained for the first time by S. Vsekhsvyatskii, M.N., 90: 720. In C.A.M., H10=9m.5. With these estimates H10=9m.0; D1=0'.5."
1891 F1,Barnard-Denning Comet (1891 I),,10.0,,"SKIP — page-image proofread vs page 308: 'Absolute magnitude determined in E-III. Absolute magnitude of the nucleus h10=10m.4' — no comet H10 value cited, only nuclear h10; per commission §3.5 skip when no H10 stated for the comet itself",low,1891 I,308,"Absolute magnitude determined in E-III. Absolute magnitude of the nucleus h10=10m.4; 1 April, D1=5'; central nucleus d1=1'.2; S=0.009."
1891 T1,Barnard's Comet (1891 IV),9.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Barnard); 2 Oct 1891 disc, southern declination → C/1891 T1 (Barnard, peri Nov 14); only E-III H10 cited; D1=1'; brief observation; page-image proofread vs page 309: confirmed",high,1891 IV,309,"In E-III, H10=9m.4. D1=1'."
1892 E1,Swift's Comet (1892 I),3.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Swift); naked-eye discovery 6 March 1892 in Sagittarius; Holetschek's estimates y=9.6, Hy=3.3; Vsekhsvyatskii A.Zh. 2:76 1925 (V.I.); In C.A.M., H10=3.2; March-April D1=5 to 10'; page-image proofread vs page 312: confirmed",high,1892 I,312,"According to Holetschek's estimates, y=9.6, Hy=3m.3. Vsekhsvyatskii A. Zh., 2:76. 1925. In C.A.M., H10=3m.2. March and April, D1=5 to 10'."
1892 F1,Denning's Comet (1892 II),5.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Denning); 18 March 1892 disc near delta Cephei; In C.A.M., H10=6.1 flagged by Big V as 'a slight underestimate'; Big V's preferred synthesis from Spitaler+Luther H10=5.4; took Big V endorsement (5.4) over flagged C.A.M.; nucleus 6.5; page-image proofread vs page 313: confirmed",low,1892 II,313,"In C.A.M., H10=6m.1, a slight underestimate. Proceeding from Spitaler's estimates and taking m=values that differ by 1m from Luther's estimates, we obtain H10=5m.4; nucleus 6m.5."
17P,Holmes' Comet,9.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 206P, but body explicitly says 'second recorded apparition of the short-period Comet Holmes' = 17P/Holmes; Perrine Lick Obs 10 June 1899 rediscovery per Zwiers; faint apparition (15-17m, no outburst this time); Holetschek H1=11.7; Vsekhsvyatskii A.Zh. 7:215 1930 H10=9.52; In C.A.M., H10=9.5; D1=0'.4 to 0'.9; periodic — dedupe with other 17P apparitions (1892 outburst was much brighter; for periodic dedupe the 1892 entry will dominate per §3.6 brightest); page-image proofread vs page 347: confirmed; periodic dedupe across apparitions [1892 III: M1=0.0; 1906 III: M1=9.8]",high,1899 II,347,"Holetschek, reducing Perrine's estimates, obtained H1=11m.7; In A. Zh., 7:215. 1930, S.K. Vsekhsvyatskii obtained H10=9m.52; in C.A.M., H10=9m.5."
206P,Barnard-Boattini Comet,9.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Barnard); FIRST PHOTOGRAPHIC DISCOVERY of a comet (Barnard 12 Oct 1892); 206P/Barnard-Boattini peri 1892-12-11; In C.A.M., H10=10m; Big V's narrative 'From the estimates above, H10=9.8'; took Big V's preferred 9.8; periodic — dedupe with other 206P apparitions; page-image proofread vs page 317: confirmed; periodic dedupe across apparitions [1918 III: M1=11.0]",high,1892 V,317,"Absolute magnitude estimated first in M.N., 90:720. In C.A.M., H10=10m. From the estimates above, H10=9m.8; D1=1'.1; S>0."
1892 Q1,Brooks's Comet (1892 VI),5.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 28 Aug 1892 disc Geneva NY; Holetschek H1=7.2 to 5.4 (heliocentric variation); Vsekhsvyatskii A.Zh. 2:68 y=10.6 Hy=5.2; In C.A.M., H10=5.3; nuclear h0=7.0; page-image proofread vs page 318: confirmed",high,1892 VI,318,"Holetschek found from the estimates of Cruls, Kobold et al., H1=7m.2 to 5m.4. From Holetschek's observations, S. Vsekhsvyatskii, A. Zh., 2:68 obtained y=10.6; Hy=5m.2. In C.A.M., H10=5m.3."
1892 W1,Brooks's Comet (1893 I),7.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 19 Nov 1892 disc Geneva NY; V.I. derived from Holetschek's observations y=6.5, Hy=8.1; In C.A.M., H10=7.8; D1=3'.2; page-image proofread vs page 319: confirmed",high,1893 I,319,"V.I. derived from Holetschek's observations y=6.5; Hy=8m.1. In C.A.M., H10=7m.8. 11 Jan., D1=3'.2."
1893 N1,Rordame-Quenisset Comet,6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Quenisset); naked-eye comet July 1893; co-discovered by Quenisset 9 July, Rordame 8 July, Johnson+Miller 8 July, Roso de Luna (4 July, mistook for Finlay), Sperra 19 June; Holetschek H1=5.8 to 6.8; non-standard y=9.9 Hy=6.6; In C.A.M., H10=6.6; Bobrovnikoff n=2.24 H0=6.42 (n=1.76 H0=6.40); nucleus 10.6; comet 'magnificent' 3-4m at peak; page-image proofread vs page 320: confirmed",high,1893 II,320,"Holetschek, A.N., 133:347, obtained H1-values between 5m.8 and 6m.8. Holetschek's estimates gave Hy=6m.6, y=9.9; nucleus, 10m.6. In C.A.M., H10=6m.6."
1893 U1,Brooks's Comet (1893 IV),6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 15P, but Big V 1893 IV (1893d, Brooks Geneva NY 16 Oct 1893 disc) → C/1893 U1 (Brooks, peri Sep 19 1893); With Holetschek's observations, V.I. y=11.0 Hy=6.7; In C.A.M., H10=6.6; nucleus 8.5; bright comet, photographed by Barnard 22 Oct showing complex tails; Searle reported orbit similarity with 1822 I and 1864 I; page-image proofread vs page 322: confirmed",high,1893 IV,322,"With Holetschek's observations, V.I. obtained y=11.0; Hy=6m.7. In C.A.M., H10=6m.6. Nucleus (central condensation) 8m.5."
1894 G1,Gale's Comet,6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Gale); naked-eye discovery by amateur Gale (Paddington Sydney) with 3-inch telescope on 1 April 1894; visible to unaided eye 4-7m; V.I. Hy=6.3 (y=10.1); In C.A.M., H10=6.6; brightness changed faster than r^-2; page-image proofread vs page 325: confirmed",high,1894 II,325,"V.I. obtained from Holetschek's observations Hy=6m.3, y=10.1. In C.A.M., H10=6m.6. 12 April, D1=7'.5; 27 April, 13'."
54P,de Vico-Swift-NEAT Comet,10.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Swift); 'presumably third recorded apparition of the Comet de Vico-Swift'; E. Swift Jr. (Echo Mountain) 20 Nov 1894 rediscovery; Holetschek H1=10.7 to 12.3 (mid 11.5); In C.A.M., H10=10 to 11m (range); Big V's narrative 'According to these estimates, H10=10.2'; Barnard's first estimate weight 1/2; periodic — dedupe with other 54P apparitions; page-image proofread vs page 326: confirmed",high,1894 IV,326,"Holetschek obtained H1=10m.7 to 12m.3. In C.A.M., H10=10 to 11m. According to these estimates, H10=10m.2."
1895 W2,Brooks's Comet (1895 III),10.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); discovery 21 Nov 1895 Geneva NY; In C.A.M., H10=10.5 (figure based on Holetschek's estimates); Big V's range H10=9.5 to 12; in Nov. 9.9±0.1; in Dec. 11.6±0.2; 'comet was exhausting itself rapidly'; page-image proofread vs page 328: confirmed",high,1895 III,328,"In C.A.M., H10=10m.5; the figure is based on Holetschek's estimates. According to the estimates above, H10=9.5 to 12m."
1895 W1,Perrine's Comet,5.2,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 16 Nov 1895 disc Lick Obs.; bright naked-eye comet (4-5m); Holetschek H1=5.5 to 7.5; In E-III, H10=4.9; from Holetschek y=10 Hy=5.7; Big V's 'Finally, H10 may be taken as equal to 5m.2' — narrative endorsement over E-III=4.9; took 5.2; brightness law y=2.5, n=10 confirmed independent of nucleus; page-image proofread vs page 329: confirmed",medium,1895 IV,329,"Holetschek's estimates gave H1=5m.5 to 7m.5. In E-III, H10=4m.9. ... Finally, H10 may be taken as equal to 5m.2."
1896 C1,Perrine-Lamp Comet,9.3,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 14 Feb 1896 disc Lick Obs near comet 1895 IV (which Lamp had rediscovered 13 Feb); Holetschek H1=7.6 to 10.2; In E-III, H10=9.3; Big V's narrative ranges H10=10.8 to 9.5 (Feb), 7.1 to 8.7 (March-April), avg 8.8; took E-III synthesis 9.3; page-image proofread vs page 331: confirmed",high,1896 I,331,"Holetschek's estimates gave H1=7m.6 to 10m.2; in E-III, H10=9m.3; from these estimates, H10=10m.8 to 9m.5 (Feb.) and H10=7m.1 to 8m.7 (March to April), averaging, H10=8m.8."
1896 R1,Sperra's Comet,8.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Sperra); 31 Aug 1896 disc by Sperra (Randolf Ohio) + indep by Brooks 4 Sept; only E-III H10 cited; 'discovered one and a half months after the perihelion passage'; D1=2 to 3'; page-image proofread vs page 333: confirmed,high,1896 IV,333,"In E-III, H10=8m.4. Taking m=10m at discovery, we obtain H10=7m.3."
205P,Giacobini's Comet,9.9,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1896 G1 (Swift) wrong, body identifies as Giacobini Nice 4 Sept 1896 disc with calculated short period (Hussey P=8.996y, Ebell P=6.522y, final P=6.64y) → 205P/Giacobini (peri Oct 28 1896); Big V's narrative range H10=9.4 to 10.4 (no C.A.M.); took midpoint 9.9; periodic — dedupe with other 205P apparitions; page-image proofread vs page 333: confirmed",medium,1896 V,333,"Absolute magnitude estimated first in M.N., 90:720. Proceeding from the estimates above, H10=9m.4 to 10m.4."
18D,Perrine-Mrkos Comet,12.1,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 205P, but Big V 1896 VII (1896h) explicitly says 'first recorded apparition of the short-period Comet Perrine(1)' = 18D/Perrine-Mrkos (peri Nov 25 1896); Perrine Lick Obs 8 Dec 1896 disc; Holetschek H1=10.7 to 13.3; In C.A.M., H10=12.1; alternate Big V narrative H10=9.9±0.1 ('His own estimates') is significantly brighter — discrepancy noted; took C.A.M. per §3.1 priority; periodic — dedupe with other 18D apparitions; page-image proofread vs page 334: confirmed; periodic dedupe across apparitions [1909 III: M1=13.3]",low,1896 VII,334,"Holetschek obtained from various estimates H1=10m.7 to 13m.3. In C.A.M., H10=12m.1. His own estimates gave H10=9m.9±0m.1."
1896 V1,Perrine's Comet (1897 I),7.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); discovered by Perrine 2 Nov 1896 in Vulpecula; ASYMMETRIC photometry — pre-peri H10=7.0, post-peri H10=8.3 per E-III; took pre-peri (brighter) per commission §3.3; nuclear brightness 8.4-8.9 pre-peri; page-image proofread vs page 335: confirmed",low,1897 I,335,"In E-III, H10=7m.0 before the perihelion passage and 8m.3 after the perihelion passage. Nuclear brightness 8m.4 to 8m.9."
1897 U1,Perrine's Comet (1897 III),8.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 6P, body identifies as Perrine Lick Obs 16 Oct 1897 disc → C/1897 U1 (Perrine, peri Dec 9); V.I. according to Holetschek's estimates H10=8.0; same figure cited in C.A.M.; Big V notes 'Observations in middle and end of November yielded H10=11 to 12m; rapid exhaustion of the comet is obvious'; took C.A.M./V.I. value 8.0; page-image proofread vs page 337: confirmed",high,1897 III,337,"V.I., according to Holetschek's estimates, H10=8m.0; same figure cited in C.A.M."
1898 F1,Perrine's Comet (1898 I),5.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Perrine); 19 March 1898 disc Lick Obs 2 days post-peri; bright comet 6-7m; Holetschek H1=4.3 to 6.4; In E-III, H10=5.7 with very small mean error (March-July); central condensation h10=7.0; Bobrovnikoff y=14.14, H0=4.78 (8 normal positions); brightness decreased faster than y=10 (March to May); page-image proofread vs page 338: confirmed",high,1898 I,338,"E-III, according to March-July estimates, H10=5m.7 with very small mean error; central condensation h10=7m.0."
1898 M1,Giacobini's Comet (1898 V),9.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Giacobini); 18 June 1898 disc Nice; only E-III H10 cited; from 6 estimates; nuclear brightness 10.5-13.6; page-image proofread vs page 340: confirmed,high,1898 V,340,"E-III gave, from 6 estimates, H10=9m.6; nuclear brightness between 10.5 and 13m.6."
1898 L2,Perrine's Comet (1898 VI),7.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 1898 M1 (already mapped to entry 86), but Big V 1898 VI (1898e) is Perrine Lick Obs 14 June 1898 disc → C/1898 L2 (Perrine, peri Aug 16 1898); only E-III H10 cited; brilliance 9.7; page-image proofread vs page 341: confirmed",high,1898 VI,341,"In E-III, H10=7m.6; 23 June, brilliant nucleus 9m.7; 17 June, D1=4'."
1898 L1,Coddington-Pauly Comet,5.0,10.0,"Vsekhsvyatskij 1958, other",matched by name (Coddington); discovered photographically by Coddington (Lick Obs.) 11 June 1898 from plates of Antares region taken 9 June; visually rediscovered by Pauly (Bucharest) 14 June; remarkably bright object; Big V's narrative synthesis H10=5.0 from 14 estimates over 9 June 1898 to 3 March 1899; brightness of central condensation 1m less than coma; page-image proofread vs page 342: confirmed,high,1898 VII,342,The value H10=5m.0 is obtained from 14 estimates based on observations from 9 June 1898 to 3 March 1899.
1898 V1,Chase's Comet (1898 VIII),5.6,10.0,"Vsekhsvyatskij 1958, other",matched by name (Chase); discovery 21 Nov 1898 Newhaven (photographic) from 14 Nov plates of Leonids radiant; only E-III H10 cited; brilliance 7.2; page-image proofread vs page 342: confirmed,high,1898 VIII,342,"In E-III, H10=5m.6; brilliance of nucleus, 7m.2."
1898 R1,Perrine-Chofardet Comet,7.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Chofardet); 12 Sept 1898 disc Perrine Lick Obs + 14 Sept indep Chofardet Besançon; Holetschek H1=6.8 to 6.4; V.I. from Holetschek H0=6.7 y=6.9; from Nijland H0=7.0 y=5.2 h10=8.7; In C.A.M., H10=7.0; D1=4 to 6'; tail type I; page-image proofread vs page 343: confirmed",high,1898 IX,343,"In C.A.M., H10=7m.0. 14 Sept. and 15 Sept., D1=4 to 6'."
1898 U1,Brooks's Comet (1898 X),9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks); 20 Oct 1898 disc Geneva NY; Holetschek H1=8.6 to 6.5; from his own observations y=8.6 H0=9.1; Nijland H0=9.1; Schorr nuclear 11.8; In C.A.M., H10=9.2; D1=2'.5; orbit 'closely similar to that of 1881 IV' per Scharbe; page-image proofread vs page 344: confirmed",high,1898 X,344,"According to his own observations, y=8.6, H0=9m.1; according to Nijland's observations, H0=9m.1. In C.A.M., H10=9m.2."
1899 E1,Swift's Comet,5.3,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 64P (Lewis Swift's periodic), but plate caption explicitly says 'Comet 1899 I (E. Swift)' = Edward Swift Echo Mountain CA, 3 March 1899 disc, naked-eye comet 4-6m → C/1899 E1 (Swift, peri April 13 1899); V.I. from Holetschek y=14.0 H0=5.3 (non-standard y, noted); from Nijland y=6.9 H0=6.4; Bobrovnikoff y=7.94 H0=6.68 (March-June) and y=33 H0=2.1 (June-July, criticized in footnote as erroneous); chose V.I. Holetschek-based H0=5.3 with non-standard y=14 noted; no C.A.M. cited; page-image proofread vs pages 345-347: confirmed",low,1899 I,346,"V.I. obtained from Holetschek's observations, y=14.0, H0=5m.3; from Nijland's estimates, y=6.9, H0=6m.4. Bobrovnikoff ... obtained y=9.5, H0=6m.49."
1899 S1,Giacobini's Comet,6.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Giacobini); 29 Sept 1899 disc Nice; In C.A.M., H10=6.5; Big V notes 'brightness apparently fluctuated' but observations H10 averages confirm C.A.M. (Oct=6.2, Nov=6.7, Dec=6.9); page-image proofread vs page 349: confirmed",high,1899 V,349,"In C.A.M., H10=6m.5. The brightness apparently fluctuated. Taking m=10 to 11m in October, in November 11 to 12m and in Dec., 12 to 13m, we obtain respectively H10=6m.2, 6m.7 and 6m.9. This is in good agreement with C.A.M."
1900 B1,Giacobini's Comet (1900 I),8.6,10.0,"Vsekhsvyatskij 1958, other","MANUAL DESIGNATION OVERRIDE — script gave 15P, but body identifies as Giacobini Nice 31 Jan 1900 disc faint object → C/1900 B1 (Giacobini, peri April 29 1900); In V II (Vsekhsvyatskii's Catalog II), H10=8.6; Big V's narrative shows rapid fading H10=7.3 (Feb), 6.7 (July), 7.7 (Aug), 10.5 (late Aug), avg H10=8.0; took V II value 8.6; (V II is a Vsekhsvyatskii reference distinct from formal C.A.M. citation in this entry); page-image proofread vs page 350: confirmed",medium,1900 I,350,"In V II, H10=8m.6. Taking m=11m upon discovery; 23 Feb., 10m; 26 July, 10m.5 and 17 Aug., 14 to 15m, we obtain respectively H10=7m.3, 6m.7, 7m.7, and 10m.5."
1900 O1,Borrelly-Brooks Comet,8.2,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Borrelly); discovery 23 July 1900 by Borrelly Marseilles + indep Brooks Geneva US; naked-eye 6-7m at peak; V.I. from Holetschek y=9.4 H0=8.3; from Nijland y=3.4 H0=8.7; In C.A.M., H10=8.2 as average of all estimates; nucleus 10.3; Bobrovnikoff non-standard reductions y=16.4 H0=8.6, y=16.9 H0=8.64; page-image proofread vs page 351: confirmed",high,1900 II,351,"In C.A.M., H10=8m.2 as the average of all estimates; nucleus 10m.3."
1901 G1,Viscara's Comet (Great Southern 1901),4.0,10.0,"Vsekhsvyatskij 1958, other","matched by name (Viscara) + bright southern comet 12 April 1901; V.II H10=5m.9 (Nijland/Aitken/Innes); pre-peri H10=4m.0 from estimates beg of May (chosen as brighter per sec 3.3); post-peri June m=10-11 -> H10=7m.2; ASYMMETRIC; sanity check: bright morning naked-eye comet, magnitude 1-2 reported, peak intrinsic 1m.0 (5.3 May); page-image proofread vs page 351-352: confirmed",low,1901 I,351,"V II gave, according to the estimates of Nijland, Aitken, Innes et al., H10=5m.9. From the estimates for the beginning of May, H10=4m.0. In June, m=10 to 11m; hence H10=7m.2."
1902 G1,Brooks's Comet (1902 I),11.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Brooks) + Pegasus 14 April 1902 -> 1902 G1; only V.I H10=11m.7 cited (h0=12m.2 nucleus); D1=1'.5; S=0.004; brief telescopic comet; faint object (7-8m at discovery, faded after perihelion); page-image proofread vs page 353: confirmed (V.I treated as 'other' since not specifically C.A.M./Holetschek/E-II/E-I)",medium,1902 I,353,"From V.I, H10=11m.7; h10=12m.2. D1=1'.5; S=0.004."
1902 R1,Perrine's Comet (1902 III),6.0,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Perrine) + Perseus 1 Sept 1902 -> 1902 R1; V.I y=11.5 H0=6m.0 (Holetschek); same source y=9.2 H0=5m.7 (Nijland/Graff/Wirtz); C.A.M. H10=6m.0; Bobrovnikoff y=6.6 H0=6m.8 noted as too low by Big V; chose C.A.M. per sec 3.1; reached naked-eye 4.2-4.1 in Oct; non-standard photometric law y=11.5 (NOT y=4); page-image proofread vs page 354-355: confirmed,high,1902 III,354,"In V.I, according to Holetschek's observations, y=11.5; H0=6m.0. The same source gave, according to the estimates of Nijland, Graff, Wirtz et al., y=9.2; H0=5m.7; in C.A.M., H10=6m.0."
1903 A1,Giacobini's Comet (1903 I),8.6,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 11P (wrong; 11P/Tempel-Swift 1903 apparition was 113P/Spitaler in target list with peri 1903-12-15, but this entry's peri is 1903-03-16 from r,delta); body identifies as Giacobini's Pisces discovery 15 Jan 1903 = 1903 A1 (Giacobini) per target list peri 1903-03-16; V.I H0=8m.2 y=6.8; C.A.M. H10=8m.6; Big V synthesis from m=4m on 16 March -> H10=7m.7; post-peri y=17.5 (very rapid fading); chose C.A.M. per sec 3.1; non-standard y values; page-image proofread vs page 355-356: confirmed",high,1903 I,355,"From V.I, H0=8m.2, y=6.8. In C.A.M., H10=8m.6. Taking m=4m on 16 March, we obtain H10=7m.7; the decrease in brightness after the perihelion passage corresponds to y=17.5."
1902 X1,Giacobini's Comet (1903 II),5.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","MANUAL DESIGNATION OVERRIDE — script gave 1903 A1 (wrong; that's 1903 I, the previous entry); body identifies as Giacobini's 2 Dec 1902 Monoceros discovery, distant comet (r=2.97 to 2.94) -> 1902 X1 (Giacobini) per target list peri 1903-03-23; first determination of H10 in V.I; C.A.M. H10=5m.0 (nucleus 6m.5); D1=2'.8 to 3'.0 in Jan-Feb, 7' in April; chose C.A.M. per sec 3.1; faint distant object (11-12m); page-image proofread vs page 356-357: confirmed",high,1903 II,356,"The first determination of the absolute magnitude H10 was given in V.I. In C.A.M., H10=5m.0. Nucleus 6m.5. Jan. and Feb., D1=2'.8 to 3'.0; in April, 7'."
1903 H1,Grigg's Comet (1903 III),9.1,10.0,"Vsekhsvyatskij 1958, other","matched by name (Grigg) + Eridanus 17 April 1903 -> 1903 H1 (Grigg); V.II based on m=13m.5 'obvious underestimate' so flagged erroneous (V1 pattern); from estimates above (8-9m at discovery, 12-13m at last) Big V synthesis H10=8m.6 to 9m.6 (mid 9.1); chose Big V's preferred synthesis since V.II flagged underestimate; observed only in southern hemisphere; ERRONEOUS V.II flagged; page-image proofread vs page 357: confirmed",medium,1903 III,357,In V.II estimated on the assumption that m=13m.5 (obvious underestimate). From the estimates above we obtain H10=8m.6 to 9m.6.
1903 M1,Borrelly's Comet (1903 IV),6.3,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Borrelly) + Aquarius 21 June 1903 -> 1903 M1 (Borrelly); V.I h10=10m.0 (nucleus); Yagolim y=4.2 H10=5m.9; C.A.M. H10=6m.3; Bobrovnikoff y=5.95 H0=6m.50 (Big V notes radically disagree with observations); chose C.A.M. per sec 3.1; reached naked-eye peak m=2m.8 on 18 July; sanity check: bright bare-eye comet observed by Schwab 2-3m; consistent with M1=6.3 K=10 fit; page-image proofread vs page 357-358: confirmed,high,1903 IV,357,"V.I gave according to Holetschek's observations h10=10m.0; from Yagolim, Izv. Russ. Astr. Org., y=4.2. H10=5m.9; in C.A.M., H10=6m.3."
1904 H1,Brooks's Comet (1904 I),2.8,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks) + Hercules 16 April 1904 -> 1904 H1; V.I H10=2m.9 and 2m.8 (from Holetschek and Wirtz observations); C.A.M. H10=2m.8; Bobrovnikoff y=8.12 H0=3m.6 (146 estimates); chose C.A.M. per sec 3.1; very distant comet (r=2.7 to 5.3 AU); observed for 40 months; non-standard photometric law y=8.12; sanity check: very bright intrinsically (M1=2.8) but distant — never naked-eye, peaked at m=8.5-9 (consistent); page-image proofread vs page 359-360: confirmed",high,1904 I,359,"V.I gave, according to observations of Holetschek and Wirtz, H10=2m.9 and 2m.8; in C.A.M., H10=2m.8. Bobrovnikoff... obtained y=8.12 and H0=3m.6."
1904 Y1,Giacobini's Comet (1904 II),6.6,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Giacobini) + Corona Borealis 17 Dec 1904 -> 1904 Y1; absolute magnitude estimated in V.II; C.A.M. H10=6m.6; D1=1'.1 in Jan 1905; chose C.A.M. per sec 3.1; faint distant comet (r=1.95-2.99 AU); page-image proofread vs page 360: confirmed,high,1904 II,360,"Absolute magnitude estimated in V.II. In C.A.M., H10=6m.6. In Jan. 1905, D1=1'.1."
1905 F1,Giacobini's Comet (1905 III),11.5,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by name (Giacobini) + Orion-Taurus 25 March 1905 -> 1905 F1; V.I y=11.1 H10=11m.4 (from Wirtz 10 obs); C.A.M. H10=11m.5; chose C.A.M. per sec 3.1; very faint telescopic comet; non-standard photometric law y=11.1; page-image proofread vs page 362: confirmed,high,1905 III,362,"V.I gave, according to Wirtz's 10 observations, y=11.1 and H10=11m.4; in C.A.M., H10=11m.5."
1906 E1,Kopff's Comet (1905 IV),3.7,10.0,"Vsekhsvyatskij 1958, other","matched by name (Kopff) + body text 3 March 1906 discovery in Virgo-Leo, plus prediscovery plates from 1904-1905 -> 1906 E1 per target list; V.I H10=4m.2 (from Wirtz); Big V comments 'most observers estimated the comet brighter by 0m.5, and therefore it would be better to take H10=3m.7'; from 1907 estimates m=13.8-15 -> H10=2m.8 to 3m.5; chose Big V's preferred synthesis 3m.7; observed 40 months, very distant comet (r=3.6-6.4 AU); non-standard implied y=10; page-image proofread vs page 363: confirmed",medium,1905 IV,363,"V.I obtained, according to Wirtz's observations, H10=4m.2. Most observers estimated the comet brighter by 0m.5, and therefore it would be better to take H10=3m.7; from Wirtz, h10 equal to 4m.7. From estimates for March to June 1907, m=13.8 to 15m; hence H10=2m.8 to 3m.5."
1905 W1,Schaer's Comet (1905 V),8.9,10.0,"Vsekhsvyatskij 1958, other","matched by name (Schaer) + Geneva 17 Nov 1905 -> 1905 W1; V.I y=18.5 H10=9m.5, h10=12m.4 (Wirtz/Nijland); C.A.M. H10=10m.3; Big V synthesis from Wolf binocular estimates 20-22 Dec gives H10=8m.9 (brighter — preferred per pattern); ASYMMETRIC implied (rapid fading after Dec); chose Big V preferred per V1 pattern (Big V's reappraisal supersedes); non-standard y=18.5; brief naked-eye visibility 5.5-6.5m; page-image proofread vs page 364: confirmed",medium,1905 V,364,"V.I gave, according to Wirtz and Nijland, y=18.5, H10=9m.5, h10=12m.4; in C.A.M., H10=10m.3. Making use of Wolf's estimates and other binocular observations for 20 Dec. to 22 Dec., we obtain H10=8m.9."
1906 B1,Brooks's Comet (1905 VI),7.5,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Brooks) + Hercules 26 Jan 1906 -> 1906 B1; V.I y=24, H0=5m.1 (Wirtz); C.A.M. H10=7m.5; Holetschek H10=7m.7; chose C.A.M. per sec 3.1; non-standard y=24 (very steep brightness law); page-image proofread vs page 365: confirmed",high,1905 VI,365,"V.I gave, according to Wirtz's observations, y=24. H0=5m.1; in C.A.M., H10=7m.5; Holetschek estimated H10=7m.7."
1905 X1,Giacobini's Comet (1906 I),8.3,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by name (Giacobini) + Bootes 6 Dec 1905 -> 1905 X1; V.I pre-peri y=22, H0=8m.8 (Wirtz/Holetschek); post-peri y=18.2, H0=8m.1; ASYMMETRIC pre-peri 8m.8 vs post-peri 8m.1 (post is BRIGHTER); C.A.M. H10=8m.3 (synthesis); chose C.A.M. per sec 3.1; comet brightened unexpectedly to m=4 in Jan 1906; non-standard y; sanity check: peak m=4 with r_peri=0.22 fits M1=8.3 K=10 reasonably; page-image proofread vs page 365-366: confirmed",medium,1906 I,365,"V.I gave according to observations of Wirtz and Holetschek before the perihelion y=22, H0=8m.8. After the perihelion, y=18.2, H0=8m.1. In C.A.M., H10=8m.3."
